FECHA;HORA;AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLÓGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION
19/3/2023;6;AU ILLIA;DESCENDENTE;2400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
19/3/2023;22;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
20/3/2023;6;AU 25 DE MAYO;ASCENDENTE;200;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
20/3/2023;12;AU ILLIA;ASCENDENTE;800;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
20/3/2023;14;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
20/3/2023;15;AV. LUGONES;DESCENDENTE;5900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
20/3/2023;16;AV. LUGONES;DESCENDENTE;7800;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0
21/3/2023;8;AU FRONDIZI;ASCENDENTE;2200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
21/3/2023;12;AU DELLEPIANE;ASCENDENTE;3700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
21/3/2023;14;AV. LUGONES;DESCENDENTE;7500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
21/3/2023;16;AU ILLIA;DESCENDENTE;1300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
21/3/2023;18;AU DELLEPIANE;ASCENDENTE;4200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;1;0;0;0
22/3/2023;14;AU 25 DE MAYO;DESCENDENTE;5800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
22/3/2023;16;AU ILLIA;DESCENDENTE;2600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
23/3/2023;8;AU 25 DE MAYO;ASCENDENTE;900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
23/3/2023;10;AU ILLIA;ASCENDENTE;6500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
23/3/2023;10;AU 25 DE MAYO;ASCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
23/3/2023;17;AU 25 DE MAYO;DESCENDENTE;6800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
24/3/2023;5;AU PERITO MORENO;ASCENDENTE;500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
24/3/2023;5;AV. CANTILO;ASCENDENTE;10100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
24/3/2023;12;AU 25 DE MAYO;DESCENDENTE;6500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
25/3/2023;2;TRANSICION RAMAL 3;RAMAL DE ENLACE;-;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
25/3/2023;2;AU DELLEPIANE;ASCENDENTE;3400;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
25/3/2023;9;AV. LUGONES;DESCENDENTE;7000;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
26/3/2023;23;AU DELLEPIANE;DESCENDENTE;1400;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;1
27/3/2023;8;AU 25 DE MAYO;ASCENDENTE;1100;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
27/3/2023;9;AU PERITO MORENO;ASCENDENTE;4500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
27/3/2023;14;AU ILLIA;ASCENDENTE;2900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
27/3/2023;15;AU PERITO MORENO;DESCENDENTE;3300;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
27/3/2023;16;AU PERITO MORENO;DESCENDENTE;3300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;1
27/3/2023;18;AU PERITO MORENO;ASCENDENTE;5000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0
28/3/2023;12;PASEO DEL BAJO;ASCENDENTE;4700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
28/3/2023;12;AU FRONDIZI;DESCENDENTE;2000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
28/3/2023;17;AU ILLIA;ASCENDENTE;2800;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
28/3/2023;17;DIST. DELLEPIANE;RAMAL 11;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
28/3/2023;17;AU DELLEPIANE;DESCENDENTE;3800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
28/3/2023;17;AU PERITO MORENO;DESCENDENTE;200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;2;0;0
28/3/2023;19;AU PERITO MORENO;DESCENDENTE;5800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
28/3/2023;20;AV. LUGONES;DESCENDENTE;6000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
29/3/2023;8;AU 25 DE MAYO;ASCENDENTE;4500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
29/3/2023;8;AU FRONDIZI;ASCENDENTE;1400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
29/3/2023;11;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
29/3/2023;11;PASEO DEL BAJO;DESCENDENTE;1200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;2
29/3/2023;16;AU 25 DE MAYO;DESCENDENTE;1100;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
29/3/2023;18;AU 25 DE MAYO;DESCENDENTE;5500;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
30/3/2023;16;AU PERITO MORENO;DESCENDENTE;3800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
30/3/2023;17;AU 25 DE MAYO;DESCENDENTE;3700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;3;0;0
31/3/2023;3;AV. LUGONES;DESCENDENTE;10100;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
31/3/2023;9;AU 25 DE MAYO;ASCENDENTE;1100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
31/3/2023;13;AU PERITO MORENO;DESCENDENTE;800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
31/3/2023;15;AU DELLEPIANE;DESCENDENTE;1800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
31/3/2023;17;AV. CANTILO;ASCENDENTE;7300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1
1/4/2023;6;AU FRONDIZI;DESCENDENTE;900;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
1/4/2023;15;AU 25 DE MAYO;DESCENDENTE;7700;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
3/4/2023;9;AU PERITO MORENO;DESCENDENTE;0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
3/4/2023;10;AV. LUGONES;DESCENDENTE;10200;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
3/4/2023;20;AU DELLEPIANE;ASCENDENTE;3600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
4/4/2023;11;AU 25 DE MAYO;ASCENDENTE;4500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
4/4/2023;16;AU 25 DE MAYO;DESCENDENTE;3400;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
4/4/2023;18;AV. LUGONES;DESCENDENTE;9000;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
5/4/2023;14;AU ILLIA;ASCENDENTE;3700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
5/4/2023;19;AU 25 DE MAYO;DESCENDENTE;5800;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
6/4/2023;7;AU 25 DE MAYO;ASCENDENTE;1100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
6/4/2023;8;AU 25 DE MAYO;ASCENDENTE;1600;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0
6/4/2023;9;AU 25 DE MAYO;ASCENDENTE;1200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
7/4/2023;2;AU ILLIA;DESCENDENTE;2300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
7/4/2023;8;AU PERITO MORENO;ASCENDENTE;5000;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
8/4/2023;0;AU 25 DE MAYO;ASCENDENTE;7000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
8/4/2023;8;AU ILLIA;ASCENDENTE;800;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
8/4/2023;9;AU ILLIA;DESCENDENTE;0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;5;0;0
8/4/2023;14;AU DELLEPIANE;ASCENDENTE;4200;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
8/4/2023;21;AU DELLEPIANE;ASCENDENTE;800;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
9/4/2023;21;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
11/4/2023;16;AU DELLEPIANE;ASCENDENTE;400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
11/4/2023;18;AU ILLIA;ASCENDENTE;2200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
12/4/2023;7;AU 25 DE MAYO;ASCENDENTE;0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0
12/4/2023;12;AU 25 DE MAYO;ASCENDENTE;9000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
12/4/2023;20;DIST. 9 DE JULIO;RAMAL 1 BIS;-;BUENO;SECA;0;1;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
13/4/2023;7;AU 25 DE MAYO;ASCENDENTE;4900;BUENO;SECA;4;0;COLISION CON DOS O MAS VEHICULOS;0;8;0;1
13/4/2023;11;AU PERITO MORENO;DESCENDENTE;800;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
13/4/2023;15;DIST. 9 DE JULIO;RAMALES 1/2;-;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
14/4/2023;7;AV. LUGONES;DESCENDENTE;9800;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
14/4/2023;9;DIST. 9 DE JULIO;RAMAL 2 BIS;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
15/4/2023;11;AU 25 DE MAYO;ASCENDENTE;1600;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
15/4/2023;18;AU 25 DE MAYO;DESCENDENTE;8200;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
16/4/2023;18;AV. LUGONES;DESCENDENTE;4300;LLUVIOSO;MOJADA/HUMEDA;0;0;OTRO;0;1;0;1
16/4/2023;19;AU 25 DE MAYO;DESCENDENTE;4600;LLUVIOSO;MOJADA/HUMEDA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;1;0;0
16/4/2023;20;AU DELLEPIANE;DESCENDENTE;2500;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
17/4/2023;6;AU 25 DE MAYO;ASCENDENTE;6500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
17/4/2023;8;AV. LUGONES;DESCENDENTE;9700;BUENO;MOJADA/HUMEDA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
17/4/2023;12;AU 25 DE MAYO;DESCENDENTE;8600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
17/4/2023;16;AU 25 DE MAYO;DESCENDENTE;3500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
17/4/2023;22;AU DELLEPIANE;DESCENDENTE;1100;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;1;0;0
18/4/2023;8;PASEO DEL BAJO;ASCENDENTE;4100;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
18/4/2023;9;AU PERITO MORENO;ASCENDENTE;2200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
18/4/2023;10;AU 25 DE MAYO;ASCENDENTE;9000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
18/4/2023;15;AU DELLEPIANE;DESCENDENTE;1700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
18/4/2023;18;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0
18/4/2023;18;AU 25 DE MAYO;DESCENDENTE;3400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
18/4/2023;20;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
19/4/2023;7;AU ILLIA;ASCENDENTE;2400;BUENO;MOJADA/HUMEDA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
19/4/2023;9;DIST. 9 DE JULIO;RAMALES 1/2;-;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
19/4/2023;12;AU 25 DE MAYO;DESCENDENTE;3300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;2
19/4/2023;16;AV. LUGONES;DESCENDENTE;4900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
19/4/2023;18;AU PERITO MORENO;DESCENDENTE;100;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1
19/4/2023;22;AU PERITO MORENO;DESCENDENTE;800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;1
20/4/2023;8;AU CAMPORA;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
20/4/2023;11;AU 25 DE MAYO;DESCENDENTE;9000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
20/4/2023;14;AU 25 DE MAYO;ASCENDENTE;-;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
20/4/2023;17;AU 25 DE MAYO;DESCENDENTE;6300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
20/4/2023;18;AU 25 DE MAYO;DESCENDENTE;5600;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
21/4/2023;0;AU CAMPORA;DESCENDENTE;1500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
21/4/2023;14;AV. LUGONES;DESCENDENTE;6400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
22/4/2023;18;AU FRONDIZI;DESCENDENTE;3000;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
23/4/2023;2;AU DELLEPIANE;DESCENDENTE;2800;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;2;0;0
25/4/2023;8;AU DELLEPIANE;DESCENDENTE;4500;BUENO;MOJADA/HUMEDA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
25/4/2023;16;AU 25 DE MAYO;DESCENDENTE;6000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
26/4/2023;5;AU PERITO MORENO;ASCENDENTE;1700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
26/4/2023;12;AU PERITO MORENO;DESCENDENTE;3300;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0
27/4/2023;0;AU 25 DE MAYO;DESCENDENTE;6500;NIEBLA, BRUMA O HUMO;SECA;0;0;OBSTACULO NO FIJO;0;0;1;0
27/4/2023;9;DIST. 9 DE JULIO;RAMAL 4;-;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
27/4/2023;14;AU 25 DE MAYO;DESCENDENTE;4800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
27/4/2023;18;AU PERITO MORENO;DESCENDENTE;1600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
29/4/2023;2;AU 25 DE MAYO;ASCENDENTE;8600;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
29/4/2023;10;AU DELLEPIANE;ASCENDENTE;2500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
29/4/2023;15;AV. LUGONES;DESCENDENTE;5100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
30/4/2023;0;AU 25 DE MAYO;DESCENDENTE;9000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
30/4/2023;7;AU FRONDIZI;DESCENDENTE;1100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
2/5/2023;7;DIST. DELLEPIANE;RAMAL 11;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
2/5/2023;12;AU FRONDIZI;ASCENDENTE;3400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0
2/5/2023;15;TRANSICION RAMAL 4;RAMAL DE INGRESO;-;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
2/5/2023;16;AU CAMPORA;ASCENDENTE;1500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
2/5/2023;17;AU 25 DE MAYO;DESCENDENTE;5000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
3/5/2023;9;AU ILLIA;DESCENDENTE;1500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
3/5/2023;13;AU 25 DE MAYO;DESCENDENTE;6400;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
3/5/2023;22;AU CAMPORA;DESCENDENTE;2500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
4/5/2023;8;AU PERITO MORENO;ASCENDENTE;1800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
4/5/2023;13;AU PERITO MORENO;DESCENDENTE;100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
4/5/2023;16;AU DELLEPIANE;DESCENDENTE;500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
4/5/2023;17;AU 25 DE MAYO;ASCENDENTE;3700;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
5/5/2023;10;AU CAMPORA;DESCENDENTE;700;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
5/5/2023;14;AU PERITO MORENO;DESCENDENTE;5300;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;0;1;0
6/5/2023;5;AU FRONDIZI;DESCENDENTE;900;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
6/5/2023;7;AU PERITO MORENO;DESCENDENTE;5400;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;5;0;0
6/5/2023;7;AU 25 DE MAYO;DESCENDENTE;800;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;1;0;0
7/5/2023;20;AU 25 DE MAYO;ASCENDENTE;1300;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;1
8/5/2023;1;AU 25 DE MAYO;ASCENDENTE;1100;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
8/5/2023;3;AU FRONDIZI;DESCENDENTE;2500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
8/5/2023;15;AU FRONDIZI;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0
8/5/2023;18;AU 25 DE MAYO;ASCENDENTE;8500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;1;0
8/5/2023;18;AU 25 DE MAYO;ASCENDENTE;3500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
9/5/2023;8;AU 25 DE MAYO;ASCENDENTE;800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
9/5/2023;13;AU PERITO MORENO;ASCENDENTE;5700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
9/5/2023;15;AU 25 DE MAYO;DESCENDENTE;9100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
11/5/2023;13;AU DELLEPIANE;DESCENDENTE;4500;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
11/5/2023;14;AU DELLEPIANE;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
11/5/2023;17;AV. LUGONES;DESCENDENTE;7900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
11/5/2023;20;AV. CANTILO;ASCENDENTE;9800;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
13/5/2023;14;AU CAMPORA;ASCENDENTE;200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
13/5/2023;19;AV. CANTILO;ASCENDENTE;9700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
13/5/2023;20;AV. LUGONES;DESCENDENTE;4800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
13/5/2023;23;AU 25 DE MAYO;ASCENDENTE;4700;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
14/5/2023;19;DIST. 9 DE JULIO;RAMAL 6;-;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
15/5/2023;9;AU 25 DE MAYO;ASCENDENTE;3500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
15/5/2023;17;AV. CANTILO;ASCENDENTE;9400;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
15/5/2023;19;AU PERITO MORENO;DESCENDENTE;400;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
16/5/2023;8;AU PERITO MORENO;ASCENDENTE;5500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
16/5/2023;12;AU DELLEPIANE;ASCENDENTE;2000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
16/5/2023;16;AU ILLIA;ASCENDENTE;2400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;1;0
16/5/2023;16;AV. LUGONES;DESCENDENTE;10300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
16/5/2023;20;AV. CANTILO;ASCENDENTE;9100;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
17/5/2023;1;AU DELLEPIANE;ASCENDENTE;2100;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
17/5/2023;1;AU FRONDIZI;DESCENDENTE;3000;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;1;0;0
17/5/2023;9;AU 25 DE MAYO;ASCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
17/5/2023;10;AU DELLEPIANE;ASCENDENTE;4200;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
17/5/2023;15;AU 25 DE MAYO;DESCENDENTE;1000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
17/5/2023;19;AU 25 DE MAYO;DESCENDENTE;6000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
18/5/2023;15;AU DELLEPIANE;ASCENDENTE;4000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0
18/5/2023;15;AU ILLIA;ASCENDENTE;6500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
19/5/2023;17;AU FRONDIZI;ASCENDENTE;2000;LLUVIOSO;MOJADA/HUMEDA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
19/5/2023;18;AU 25 DE MAYO;DESCENDENTE;3000;LLUVIOSO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
21/5/2023;7;AU PERITO MORENO;DESCENDENTE;1100;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
21/5/2023;9;AU 25 DE MAYO;ASCENDENTE;8300;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;2;0;0
22/5/2023;8;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
